percent,CrowdBT_acc_mean,CrowdBT_acc_std,CrowdBT_wacc_mean,CrowdBT_wacc_std,CrowdBT_tau_mean,CrowdBT_tau_std
10,0.7904783481359482,0.00026246075599679734,0.8723980176448822,0.00017164043995461964,0.5762065879013779,0.0005206270067768504
20,0.7904277586936951,0.00024831496863178873,0.8723553663492203,0.00017667869616913614,0.5761062389571177,0.0004925715287132564
40,0.7904555302858353,0.00026507438071516503,0.8724022978544235,0.00017559770638094226,0.576161324474965,0.000525816946331556
60,0.7904277235269547,0.000199007950910615,0.8723649781942368,0.00013829236908200466,0.5761061648005255,0.00039475618469284507
80,0.7904155939817429,0.00021505087370776783,0.8723783379793167,0.00014163714538395608,0.576082114786165,0.0004265942470761732
