percent,CrowdBT_acc_mean,CrowdBT_acc_std,CrowdBT_wacc_mean,CrowdBT_wacc_std,CrowdBT_tau_mean,CrowdBT_tau_std
10,0.7899576580524444,0.0002349797960095049,0.8719872748851776,0.0001565520975165631,0.5751737143341635,0.0004661230512910922
20,0.7897926878929138,0.0002252508353518987,0.8718512272834777,0.00014239743157760758,0.574846477855083,0.0004468197282788625
40,0.7893815702199936,0.0002292799718420535,0.8714758771657943,0.00014858828433779293,0.574030967633451,0.00045479856040967257
60,0.7895602393150329,0.0002053614649149415,0.8716550761461258,0.0001221747385057722,0.5743853775142016,0.00040737092713216406
80,0.7895738762617112,0.00015700218262003677,0.871636591553688,9.533756565359875e-05,0.5744124318212419,0.00031144080348319313
