percent,CrowdBT_acc_mean,CrowdBT_acc_std,CrowdBT_wacc_mean,CrowdBT_wacc_std,CrowdBT_tau_mean,CrowdBT_tau_std
10,0.6997333872318268,0.0010775289853815683,0.7599945741891861,0.0010400133235864864,0.3771002238612966,0.0020343930135368316
20,0.6985896015167237,0.001118157728376506,0.7591800898313522,0.0011133304598675193,0.37494073551364077,0.0021111016579902506
