percent,FactorBT_acc_mean,FactorBT_acc_std,FactorBT_wacc_mean,FactorBT_wacc_std,FactorBT_tau_mean,FactorBT_tau_std
10,0.6953127920627594,0.0010717929281352776,0.7431359648704529,0.00130212303353002,0.36875598375785257,0.0020213585562600875
20,0.6910425186157226,0.001474980436622221,0.7369732081890106,0.0013591761952654851,0.3606917338029264,0.0027848120552992944
40,0.6790302395820618,0.0014867346208874547,0.7200985670089721,0.0021420540177459844,0.33801424716532036,0.0028039823153663238
