Method,acc_mean,acc_std,wacc_mean,wacc_std,tau_mean,tau_std
GradEM,0.7915597438812256,6.419252992928882,0.8731638073921204,6.222083046756577,0.5783516802614771,0.00012732512702058125
PGEM,0.7917580664157867,0.00013823902492913592,0.8732296645641326,0.00012233771098530712,0.5787451048521977,0.0002742117532629092
Simple BT,0.7900686264038086,0.0,0.8719564080238342,0.0,0.575393885555222,0.0
BARP,0.7911810278892517,0.0,0.8728458285331726,0.0,0.5776003949914079,0.0
RC,0.7804011106491089,0.0,0.8644054532051086,0.0,0.5582118883509699,0.0
CrowdBT,0.7906020522117615,0.00020234240149123216,0.8724876284599304,0.00013249322393198598,0.5764519553075644,0.00040137813726117994
FactorBT,0.7904868125915527,0.0,0.8285281658172607,0.0,0.5762237655043003,0.0
