percent,CrowdBT_acc_mean,CrowdBT_acc_std,CrowdBT_wacc_mean,CrowdBT_wacc_std,CrowdBT_tau_mean,CrowdBT_tau_std
10,0.7904936200380326,0.00022802984143861112,0.872398920059204,0.00015989016681614286,0.5762368775005894,0.00045232731674533914
20,0.7904422444105148,0.0002383270042886283,0.8723587161302566,0.00016994566500562252,0.5761349809024511,0.00047275517862008167
40,0.7904568117856979,0.00023833131207166315,0.8724043130874634,0.00017158720778495608,0.5761638738113359,0.00047277636696317784
60,0.7904188042879104,0.00022123104684778445,0.8723591989278794,0.0001639388621321377,0.5760884641431082,0.0004388467592291174
80,0.7904014354944229,0.0002259501776608719,0.8723727321624756,0.00016474996026615403,0.5760540101058546,0.00044821229116280537
