percent,GradEM_acc_mean,GradEM_acc_std,GradEM_wacc_mean,GradEM_wacc_std,GradEM_tau_mean,GradEM_tau_std
10,0.7914382159709931,9.324876250115823e-05,0.8730606496334076,8.950816010818527e-05,0.5781106088872295,0.00018497247456632685
