percent,FactorBT_acc_mean,FactorBT_acc_std,FactorBT_wacc_mean,FactorBT_wacc_std,FactorBT_tau_mean,FactorBT_tau_std
10,0.7901572525501251,0.00017507628681323438,0.8283519387245178,0.00029859335985863724,0.5755699062431325,0.00034727463032432036
20,0.7890563428401947,0.0003291271024278787,0.8272353172302246,0.0005162790296021258,0.5733860828900779,0.0006529421868817152
40,0.7870833218097687,0.0003879073821350041,0.825616180896759,0.0007691140495845214,0.569472153028995,0.0007694486308757765
60,0.7847776174545288,0.0004579320753980466,0.8233445346355438,0.0005831064404651345,0.5648984093519023,0.0009083673038974082
80,0.7818436920642853,0.0006030025176586253,0.8209444284439087,0.0008341981576033532,0.5590785160933147,0.001196121702720192
