percent,PGEM_acc_mean,PGEM_acc_std,PGEM_wacc_mean,PGEM_wacc_std,PGEM_tau_mean,PGEM_tau_std
10,0.6946278429031372,0.002981059068537203,0.7549875712394715,0.0036677127342834848,0.3674608791301037,0.0056283014355069435
