percent,BARP_acc_mean,BARP_acc_std,BARP_wacc_mean,BARP_wacc_std,BARP_tau_mean,BARP_tau_std
10,0.6868600904941559,0.0024467950626082422,0.7523422062397003,0.003117673265923431,0.3528096664499827,0.004621370151249228
