percent,BARP_acc_mean,BARP_acc_std,BARP_wacc_mean,BARP_wacc_std,BARP_tau_mean,BARP_tau_std
10,0.6856355309486389,0.0005065277258249699,0.7500043272972107,0.0005006884649213933,0.3505043467488218,0.0009583193692255207
20,0.6771848559379577,0.0009534631350765089,0.736317616701126,0.0013829135223447793,0.33452818874708357,0.0018001572418055414
40,0.6518297493457794,0.0008456382156951317,0.7016055464744568,0.0009648617644517556,0.28667786283400704,0.001595205261452258
60,0.6242981374263763,0.0008888222980826248,0.6659051179885864,0.00115331183476759,0.2346929842909319,0.0016763833162058096
80,0.5790827512741089,0.0006872323029160946,0.6086678326129913,0.0010333000877837755,0.14932597790926472,0.001298608268608969
