SpammerType,method,percent,acc_mean,acc_std,wacc_mean,wacc_std,tau_mean,tau_std
random,pgem,60,0.6932292526960373,0.0034229156026147,0.7533709216117859,0.0036174330555846,0.3648207985743398,0.0064627402215179
random,rc,60,0.6535731971263885,0.0033379013991409,0.7148569166660309,0.0040026407561593,0.2900879632500367,0.0062898615049101
random,GradEM,80,0.6960265278816223,0.0021270081030187,0.7559949874877929,0.0028206295610238,0.3701016137432408,0.0040158571089443
random,barp,80,0.6684716939926147,0.0055647013097521,0.727260309457779,0.0069217002391174,0.3180830483873142,0.0105043378255859
random,bt,80,0.666763573884964,0.0048881765845933,0.7255126416683197,0.0063396820399939,0.3149463149528754,0.0092357741462296
random,crowdbt,80,0.7001003497838973,0.0024552369236132,0.7605601185560227,0.0030323074218427,0.3777930517645381,0.004635527801749
random,factorbt,80,0.686741977930069,0.0046131179468021,0.7364082634449005,0.0067721163925779,0.3525722100950593,0.0087096311499951
random,pgem,80,0.6919198018312455,0.0028554373084651,0.7519054806232452,0.0034602656249813,0.3623484851983199,0.0053903870441446
random,rc,80,0.6507768213748932,0.0035352955704886,0.7121341466903687,0.0040356630116583,0.2848100545179172,0.0066599156841831
right,GradEM,10,0.6954541444778443,0.0011070833205243,0.7548375070095062,0.0009809574668802,0.3690209165736726,0.0020901905908172
right,barp,10,0.6945748448371887,0.0002950535972211,0.7594895839691163,0.0003739291818107,0.3673686253139155,0.0005552796928573
right,bt,10,0.6844261407852172,0.0002994446115732,0.7454831898212433,0.0002730340395816,0.3482649825577734,0.0005649555849621
right,crowdbt,10,0.7024168878793716,0.0013156566466606,0.7622597801685334,0.0012730220100649,0.3821667304153463,0.0024839825398627
right,factorbt,10,0.6991085946559906,0.0022972410388172,0.7497199296951294,0.0028851397736251,0.375920605733879,0.0043372192010837
right,pgem,10,0.6881941705942154,0.0188161382370098,0.7477230256795884,0.0240077521078652,0.3553140903651034,0.0355252196738354
right,rc,10,0.65321986079216,0.0004106437983381,0.7144628584384918,0.0005862904390832,0.2909356989838464,0.0007783669996824
right,GradEM,20,0.6948756814002991,0.0006864439095896,0.7539643049240112,0.0008283518514955,0.36792878345522,0.0012960195486283
right,barp,20,0.6868045687675476,0.0010024675640449,0.750574666261673,0.001177461813188,0.3526948287817231,0.0018935008306605
right,bt,20,0.6806565940380096,0.0011913684387226,0.7424308061599731,0.0014848459478793,0.3412218472053837,0.0022515164242174
right,crowdbt,20,0.7035223132371903,0.001424756625075,0.7628912204504013,0.0012385649455896,0.3842537910867347,0.0026899728420146
right,factorbt,20,0.6908386170864105,0.0016379728071957,0.7446822643280029,0.0016109359207911,0.360306723523821,0.0030925168445693
right,pgem,20,0.6907924711704254,0.0008051781194639,0.7504151010513306,0.0010620821507324,0.3602197312236054,0.0015202023743792
right,rc,20,0.6523072481155395,0.0008722038566083,0.7133667767047882,0.0010583105761291,0.2890120654905553,0.0017092085296246
right,GradEM,40,0.6945354759693145,0.0011288476736868,0.75363187789917,0.0008930694559486,0.3672864643262174,0.002131290548535
right,barp,40,0.6762157142162323,0.0005495062691088,0.7346950054168702,0.0006050498798333,0.3327017450728292,0.0010379224993186
right,bt,40,0.6732033014297485,0.0006596452434542,0.7321508228778839,0.0007127237736158,0.3271351423207337,0.0012314316988916
right,crowdbt,40,0.7030835771560668,0.001790928819132,0.7629500889778137,0.0015153124367903,0.3834254471892137,0.0033813001995652
right,factorbt,40,0.6798893630504608,0.0012316580880086,0.7345983564853669,0.0013517821041035,0.3396343399239322,0.0023253845950979
right,pgem,40,0.6912347465753556,0.0037120650718263,0.7508726173639297,0.0043956566428061,0.3610554159255003,0.0070086368484296
right,rc,40,0.6551056504249573,0.0003904796276927,0.7160131275653839,0.0005444359496007,0.2942012249966581,0.0007744688129299
right,GradEM,60,0.6922065138816833,0.0009843941933899,0.7522392928600311,0.000889219017643,0.3628893419801964,0.0018585606254681
right,barp,60,0.6624367833137512,0.0003570882550841,0.7144175052642823,0.00050456807765,0.3066890141494254,0.0006748649515162
right,bt,60,0.6609023153781891,0.0003943483663252,0.7142629027366638,0.0006348825977404,0.3038847518172466,0.0007402814817089
right,crowdbt,60,0.702713183760643,0.0024658313542186,0.7633631271123886,0.0022143672334261,0.3827261389149376,0.0046555348698443
right,factorbt,60,0.6676994025707245,0.001178428598115,0.7211143016815186,0.0014636411804268,0.3166194927942387,0.0022249060716203
right,pgem,60,0.6891734045743942,0.0013006141656918,0.7499543023109436,0.0015223241263421,0.3571627905763733,0.0024555863636339
right,rc,60,0.6536044955253602,0.0003786286608843,0.7124655604362488,0.0005457944025883,0.2910594501391678,0.0006387896483111
right,GradEM,80,0.6886479496955872,0.0018253846540487,0.7484454035758972,0.001576540312783,0.3561707220106587,0.0034463593832838
right,barp,80,0.6556467473506927,0.0003156608273451,0.7068753123283387,0.000419097122707,0.2938682013572487,0.0005964062545348
right,bt,80,0.64836305975914,0.0004163905140957,0.6974163174629211,0.000574524504012,0.2802008861189599,0.0007903450956979
right,crowdbt,80,0.6917090135812759,0.0300093511487422,0.7505031126737595,0.0378604780733756,0.3619500693784978,0.0566581937444308
right,factorbt,80,0.6503124475479126,0.0014060335729698,0.6980181753635406,0.0020826040256288,0.2837926015217988,0.0026546157787983
right,pgem,80,0.6763699650764465,0.0336504974306634,0.7326122713088989,0.0455847055944789,0.332990465614691,0.0635329551906713
right,rc,80,0.6489536345005036,0.0002542070319271,0.7051811397075654,0.000377589811377,0.2820815822446137,0.0004953828149448
