percent,FactorBT_acc_mean,FactorBT_acc_std,FactorBT_wacc_mean,FactorBT_wacc_std,FactorBT_tau_mean,FactorBT_tau_std
10,0.7901147961616516,0.0001898599638160286,0.828450745344162,0.00029296796571135235,0.5754857186655744,0.0003766144324099106
